born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
3,4,25,109-72-58-25,direct,1,1,2,0.161936,0.943005,-0.781069,0.104941,1.78416,1.85031,0.0038456,0.701265,83515,41378,0.082756,1,0
3,2,125,126-125,latency,16,0.2,0,0.279499,0.938067,-0.658568,0.217566,1.67278,1.80327,0.00219798,0.321432,96645,768096,1.53619,1,0
3,2,98,120-98,direct,1,1,2,0.274604,0.937983,-0.66338,0.212587,1.67691,1.80445,0.00265573,0.490622,85554,42480,0.08496,1,0
3,4,65,126-84-66-65,direct,1,1,2,0.175942,0.942487,-0.766545,0.118428,1.77051,1.84665,0.00776809,0.797007,106221,52674,0.105348,1,0
3,3,5,125-73-5,direct,1,1,1,0.156461,0.93328,-0.776819,0.0897414,1.77908,1.83997,0.00620244,0.957915,83637,41490,0.08298,1,0
3,5,5,65-45-36-7-5,latency,16,0.2,0,0.112135,0.911614,-0.799479,0.0237484,1.79964,1.82051,0.00897514,0.157293,43511,343552,0.687104,1,0
3,2,35,78-35,latency,16,0.2,1,0.267986,0.934289,-0.666303,0.202275,1.67854,1.7988,0.00135984,0.272286,45843,363168,0.726336,1,0
3,2,64,67-64,poisson,16,0.2,2,0.272341,0.936969,-0.664628,0.20931,1.67774,1.80587,0.0047274,0.286911,43334,343040,0.68608,1,0
3,4,24,77-76-33-24,direct,1,1,2,0.119438,0.951935,-0.832496,0.0713728,1.83389,1.87756,0.00132034,0.693184,58380,28864,0.057728,1,0
3,5,7,84-66-65-54-7,direct,1,1,1,0.0869567,0.947014,-0.860058,0.033971,1.86037,1.89938,0.0147429,0.906113,71253,35226,0.070452,1,0
3,1,66,66,direct,1,1,0,0.2591,0.930834,-0.671734,0.189934,1.68249,1.7988,0.00458252,0.184249,34114,16896,0.033792,1,0
3,1,18,18,direct,1,1,1,0.200089,0.919327,-0.719237,0.119416,1.72338,1.79925,0.0049218,0.145454,9490,4608,0.009216,1,0
3,4,24,76-35-33-24,poisson,16,0.2,1,0.154311,0.918756,-0.764444,0.0730666,1.76596,1.81323,0.00317113,0.634138,48694,385008,0.770016,1,0
3,6,5,65-53-45-36-7-5,poisson,16,0.2,0,0.0576815,0.923598,-0.865916,-0.0187206,1.86601,1.92724,0.0387034,0.406564,49427,390032,0.780064,1,0
3,2,51,73-51,direct,1,1,0,0.245277,0.933232,-0.687955,0.178509,1.69737,1.80325,0.000997203,0.49082,45275,22411,0.044822,1,0
3,3,44,94-81-44,latency,16,0.2,0,0.270059,0.93434,-0.664282,0.204399,1.67679,1.80168,0.00444058,0.376492,71134,563872,1.12774,1,0
4,2,43,66-43,poisson,16,0.2,1,0.265825,0.93593,-0.670105,0.201754,1.68225,1.80441,0.00293087,0.284028,39899,315744,0.631488,1,0
